,description
2318,"6 New. Black Velvet Drawstring Jewelry Pouches. This is a new set of 6 black velvet drawstring bags. These are sturdy pouches with braided drawstrings. They are great for holding pocket watches, chains, bracelets, stones or any other jewelry pieces. Great for using when you are traveling. These pouches are easy to use but elegant at the same time. Each pouch measures approximately 4"" x 5 "" (101 x 127 mm).

"
2319,"100 New Watch Band Spring Bars 8-19mm. This is a new assortment of 100 spring bars. The lid is marked with sizes 8-19mm. You receive: 8 spring bars measuring approximately 8mm 8 spring bars measuring approximately 9mm 8 spring bars measuring approximately 10mm 10 spring bars measuring approximately 11mm 10 spring bars measuring approximately 12mm 8 spring bars measuring approximately 13mm 8 spring bars measuring approximately 14mm 8 spring bars measuring approximately 15mm 10 spring bars measuring approximately 16mm 8 spring bars measuring approximately 17mm 8 spring bars measuring approximately 18mm 8 spring bars measuring approximately 19mm.

"
2320,"News Black Velvet Chain Roll Up. Travel Jewelry Display Case. New black velvet chain roll up travel jewelry display case. This is an attractive and economical way to transport and present you jewelry. It has 20 snaps to keep your jewelry safe while traveling. There are two protective flaps on the inside of each roll up case. The exterior and interior color are black. It measures approximately 23 1/2"" x 9 1/4"" (59.6 x 23.4 cm) open and 4 3/4"" x 10 1/4"" (120 x 260 mm) close.

"
2321,"Black Velvet Earring & Pendant Gift Box With A Brass Rim for Jewelry Displays, Showcases & Countertops. This is a new black velvet earring and pendant box. It has a brass rim and metal hinge. The inside of the box is lined with satin and velvet. Great for store display or gift giving. Comes with an outer packing box for easy gift wrapping. It measures approximately 2 5/8"" x 2 5/8"" x 1 3/8"" (67 x 67 x 35 mm).

"
2322,"Modern design and utility combine effortlessly in this Black Forest 2.0 Shell 3L 15K Pant. Our ski pants feature FN DRY 15K fabrication, hydrophilic lamination, a durable water-repellent treatment that provides outstanding warmth and moisture management, and articulated knees to offer extended mobility. An adjustable waistband in our waterproof pants adds added comfort, and zippered cuffs and snow gaiters deliver snow protection. It’s finished with a zippered ventilation system and three watertight pockets. What we do is sacred to us. The passion we have for sports, technology, innovation, service, and unconventional thinking unites us and enables us to do our best work. We surround ourselves with people who bring that same intensity and excitement to the work they do. We ensure our manufacturing facilities meet all of Oakley’s rigorous and uncompromising standards to allow us to achieve the highest possible level of quality. We consistently monitor production and regularly test components to ensure products made in our facilities continue to earn the right to bear the Oakley icon. If it’s not good enough for the world’s best, it’s not good enough. That goes for each and every product we make, no matter where we make it.

"
2323,"Designed to make opening watch cases easier. Just position the point between the case back and the case and slowly push. The blade pops under the back making it easy to lift off. There is nothing like this on the market today! Complete instructions included.

by Eurotool

"
2324,"This is a new watch movement holder with 4 pins. Great for watch repair, holding watch cases, work materials and tools. Has plastic posts to prevent marring. The posts are removable and can be set in different positions for different cases. It opens and closes by turning the large knurled knob. Has a capacity of 1"" (25 mm). It measures approximately 1 3/4 x 1 1/8 x 1 7/16"" (44 x 29 x 36 mm).

"
2325,"Pillowstep Microterry Spa Slide

"
2326,"

Faux leather cat mask with corset lace up back.



"
2327,"We've got your back our most supportive bra with patented back stabilizer provides controlled stretch while allowing a free range of motion.

"
2328,
2329,"The Champion Boy Short for women features a cotton blend construction that's soft, stretchy and breathable. This 3-inch inseam short provides a low-rise fit for unobtrusive comfort.

"
2330,"This sweet and tangy Berry from Bandolino is a thoroughly delicious treat. It has a sugary, demure kitten heel, but look out for the sleek shape and pointed toe: They're full of fresh flavor. It has a mid-height profile and thickly padded insole, too, that'll keep you safely in the comfort zone.

For the latest in fashion and function, check out the Bandolino line of footwear. With its perfect pairing of quality and style, Bandolino serves your desire for fashion with versatility. This brand embraces a modern design aesthetic that features built-in function and wearability, while delivering a fashion-forward product that is infused with style and color, all at an affordable price.

"
2331,"The Embassy Alligator-Embossed Genuine Leather Bible Cover is more than simply a protective cover for your Bible, you now have a practical organizer with spaces for pens and pockets for study materials. An excellent way to keep your Bible and study materials in one place while protecting your beloved Book, too. The stylish alligator-embossed design leather exterior is perfect for church and Bible study. A Bible cover is the ideal way to keep your most important book protected as you carry it with you. This Bible cover has a zippered main pocket,self-closing front pocket, a hand strap, an interior pen holder, and an additional front pocket with a cross zipper pull. Measures 9-3/4"" X 7-1/2"" X 1-1/2"". Wonderful idea.

"
2332,"The iDesign Pebblz Sink Grid is the perfect addition to your kitchen. This sink grid protects your sink from scratches and nicks from your pots and dishes while allowing water to easily drain. Made of durable plastic with a gray color, the sink grid will provide years of quality use. It prevents dishes from sliding around the sink for your convenience. Also great to use in bathroom or laundry rooms for washing clothes! Mats can be customized for your drain by cutting away the pebbles. The Pebblz Sink Grid measures 12"" x 15.5"", an ideal size for your kitchen sink. With iDesign by InterDesign, you can #LiveSimply every day.

"
2333,"Top selling yellow box flip flop sandal with brilliant crystal stone upper and soft comfortable footbed and flexible rubber outsole. perfect everyday sparkly sandal flip flop.

Yellow Box shoes are the hottest new fashion trend, and have been the leader of creative, cutting-edge fashion for young, contemporary customers who are always on the go. Today, Yellow Box provides the newest, fastest, trendy fashion collections available at an affordable prices.

"
2334,"Last Chance belts are ideal for both everyday and heavy duty use. Large, strong and durable buckle system.

"
2335,"You're in your element in Sanuk's Donny slip-on. This delightfully laid-back offering in canvas with distressed seams boasts a goring dart on the vamp for easy dressing. A rubber sole grants great grip to all manners of lazing about in Donny.

Sanuk was started by surfers in southern California in the late '90s who were looking for footwear that reflected their lighthearted way of life. Founder Jeff Kelley was disappointed to see little selection in a category of footwear that had become his main shoe staple: the flip flop. Jeff had always been interested in footwear and with a little help from a few friends Sanuk was born. Years later, the Sanuk brand still delivers out of the ordinary, quality product to surf and specialty shops every season and has helped bring the flip-flop category from a summer only item to something worn all year.

"
2336,"

Visit Dervish and Banges™ in style in this Professor McGonagall™ Plush hat by elope!No Professor McGonagall™ costume is complete without this beautifully crafted hat. With inspirations taken directly from the films, this hat comes complete with all the lovely details that make this hat unique.

SHARE LAUGHTER, WEAR HAPPINESS!
About elope, Inc. - In 1993, elope's founders created an enterprise dedicated to a vision of spreading happiness and infectious joy: everybody's laughing on planet earth (e.l.o.p.e). Over 20 years later, it’s that same delight in adventure, love of discovery, and passion for self-expression through creative costuming that inspires every product decision at elope.

WE DON’T PLAY WHEN IT COMES TO QUALITY
elope's mission is to make everybody laugh on planet earth by creating the highest quality whimsical wearables, and providing fantastical service, while holding to the core values of socially responsible business. Our founders’ genuine dedication to increasing the world's happiness expresses itself in costume and cosplay fashion excellence.

TAKING FUN SERIOUSLY
At elope, we’re not just in it for seasonal costumes on Halloween or other holidays, but we are committed to transforming the world with laughter and celebration 365 days of the year. We take pride in our commitment to helping the planet and people with responsibly sourced silly hats, funny costumes, and dress-up items as wearable art. We like to be inclusive by designing for men, women, children — everyone! Put simply, we take fun seriously. Keep on laughing! #laughwithelope



"
2337,"Dockers classic tassel loafer crafted with soft leathers. These are truly versatile dress casual shoes, and can be worn with jeans, khakis or casual slacks.

Enhance your work wardrobe without breaking the bank. The traditional Sinclair Kiltie loafer from Dockers features a smooth leather upper with classic tassels, while the padded collar and insole, along with the rubber outsole deliver all-day comfort.



"
2338,"This maryjane from crocs is the ultimate summer style. Its dual-strapped, ventilated upper and traction outsole come together in a fun, girly design that'll take you wherever you want to go--fashionably.

Crocs, Inc. is a rapidly growing designer, manufacturer and retailer of footwear for men, women and children under the Crocs brand. All Crocs brand shoes feature Crocs' proprietary closed-cell resin, Croslite, which represents a substantial innovation in footwear. The Croslite material enables Crocs to produce soft, comfortable, lightweight, superior-gripping, non-marking and odor-resistant shoes. These unique elements make Crocs ideal for casual wear, as well as for professional and recreational uses such as boating, hiking, hospitality and gardening. The versatile use of the material has enabled Crocs to successfully market its products to a broad range of consumers.

"
2339,"The perfect companion whether you're off to the pool or the playing field, our Bubba duffel opens easily, carries a lot and offer essential extra for an active lifestyle, like a zippered wet pocket for laundry, towels and swim suits, a mesh water bottle pocket and a zippered end pocket with a port for your CD/MP3 player. Bubba duffel bags are of Dimension: 22.0in x 10.0in x 9.5in, Capacity: 1,818.0 cubic inches, Materials: 600-Denier Duralite Ripstop, Waffle Weave. They includes durable webbing handles with neoprene wrap to wick hand moisture, adjustable shoulder strap with pad, self-repairing nylon-coil zippers.

"
2340,"From the playground to the classroom and everywhere in between, your little one will look and feel great in these stylish and practical Dickies 54562 DN Boys Dark Navy Flat Front Shorts. This navy blue pair is made from a 7 3/4 ounce twill blend of 65% polyester and 35% cotton, making them both comfortable and durable. The easy-fitting style features an elastic back waistband and two back button-close pockets for keeping lunch money and other essentials close at hand. The flat-front design has a permanent crease and stain-release finish to keep your guy looking good all day long. Send your boy back to school in style. Dickies style that is. Tough, comfortable and ready for all the demands of boyhood, these Dickies 54562DN Boy's Dark Navy Flat Front Shorts are sure have him looking great all year long. Just click on the cart to order a pair today. And don't forget to check out 54562KH, the khaki version of these Dickies Shorts here at The Working Person's Store. Manufactured Sizes: Regular 8,10,12,14,16,18,20Increased pricing for larger sizes

"
2341,"It's a bird, it's a plane, and it's your adorable one in a superman jumpsuit. Attached cape. Infant size fits most 6 to 12 months. Your little one is never too young for dress up and whether you're looking for cute, pretty, adorable, or clever, rubies' has the costume you want.

"
2342,"The undisputed favorite in sport watches crosses nearly every finish line in the world. Built to be lightweight and sealed for water resistance, the iconic five-button design gives you direct access to all timers, alarms and of course our Indiglo night-light.

The Timex Women's Ironman Triathlon Resin Band Watch features a lightweight, comfortable resin band designed for a race where every ounce counts. The timepiece is constructed with a durable metal case, a lightweight pink plastic bezel, and a pink-and-gray resin wristband with an adjustable buckle clasp. A durable mineral window shields the digital-gray dial face, which displays the time as well as the day, date, and month. Four gray buttons decorate the bezel and include mode, set/recall, Indiglo, and stop/reset functions. A prominent gray start/split button rests below the six o'clock position. This athletic timepiece is powered by digital-quartz movement and is water resistant to 330 feet.

"
2343,"

GRYFFINDOR™? RAVENCLAW™? HUFFLEPUFF™? Or perhaps SLYTHERIN™? You decide with this Harry Potter Sorting Hat Plush by elope. This soft, faux-suede hat features an internal size adjuster to fit students of all sizes and even has a sculpted mouth perfect for puppetry.

SHARE LAUGHTER: WEAR HAPPINESS
In 1993, elope's founders created a company dedicated to a vision of happiness: everybody's laughing on planet earth (e.l.o.p.e). 25 years later, it’s that same delight in adventure, joyful gift ideas, and passion for creative costumes that inspires every product decision.

TAKING FUNNY HATS SERIOUSLY
At elope, we’re not just in it for seasonal Halloween costume hat or Christmas hats. We're committed to transforming the world through responsibly sourced silly hats, easy costumes, and kids dress-up items as wearable art. We like to be inclusive by designing hats for men, hats for women, hats for children — everyone! Keep on laughing! #laughwithelope



HARRY POTTER characters, names and related indicia are copyright & trademark Warner Bros. Entertainment Inc. Publishing Rights JKR. (s18)

"
2344,"The Brim Sun Protection Hat provides all-day sun protection for baby’s head, neck and eyes. The wicking liner is breathable for comfort, and the UPF 50+ material dries quickly if it gets wet to support baby’s active play. The tie strap keeps it in place, and the adjustable toggle creates a custom-fit as baby grows! Parents love how easy it is to pack for on-the-go activities and the wide variety of classic colors.

"
2345,"The Brim Sun Protection Hat provides all-day sun protection for baby’s head, neck and eyes. The wicking liner is breathable for comfort, and the UPF 50+ material dries quickly if it gets wet to support baby’s active play. The tie strap keeps it in place, and the adjustable toggle creates a custom-fit as baby grows! Parents love how easy it is to pack for on-the-go activities and the wide variety of classic colors.

"
2346,"BELTMASTERS Leather Belts For All Buckles - Many Colors AvailableThese leather belts fit all buckles 1.5 inches of width. Available in Black, Brown, Gray, White, Orange, Pink, Yelllow and Green.

"
2347,"Bostonian's distinctive two-tone lace-up stands out in a crowd while blending in smartly with your best suits and dress pants. The Dennison's rich leather upper is a handsome combination of smooth and pebbled leather, with a polished cap-toe and classic stitching details. And you'll feel as good as you look, with the leather-covered, cushioned footbed and flexible, shock-absorbing rubber sole.

Bostonian has been in business for over 100 years making very fine men's dress shoes in a variety of styles. Featuring a wide range of top-quality components, Bostonian gives you the options you desire in the quality you demand.

"
2348,"Whether in school or out, Dickies boy's flat front pant is the perfect choice for your child. Features include easy care, no iron, stain release and fade resistant. The durability, comfort and value you have come to expect from Dickies. Reinforced knees up to size 14. 7 3/4 ounce twill. No exterior logo.

"
2349,
2350,"Stay warm and relaxed in the Dorm boot from Tamarac by Slippers International. Its plush lining and padded insole keep you cozy, while the fabric upper offers casual style. The rubber outsole delivers traction for a steady step.

Slippers International is still very much a family business. The origin of their fine slipper-making dates back to their 1930's ancestors. Nearly 75 years later, they still maintain unsurpassed quality in their slipper making.

"
2351,"

MENS/WOMENS BLACK LEATHER BELT FOR ALL BUCKLES



"
2352,"MENS/WOMENS BROWN LEATHER BELT FOR BUCKLES 30"" to 48"" - MEDIUM (34-36) This full grain leather belt is ideal for any genuine belt buckle as it has two snaps around the buckle. All belts measure 1.5 inches wide standard size.

"
2353,"35mm genuine snakeskin with leather embossed croco and lizard belt nickel polished buckle.

"
2354,"Expand your shoes to the perfect fit. Shoe stretch spray softens leather. Screw-driven shoe stretcher expands leather to eliminate pinching. Metal plugs included for spot stretching. Kit includes one stretcher and one bottle of 4 oz. spray Sizes: M (Fits 8-1/2 to 10 - also fits women's 9-1/2 to 11) L (Fits 10-1/2 to 12) XL (Fits 12-1/2 to 14)

"
2355,"Expressively Yours series bracelet - Granddaughter. Available with Display DISEXPBR36.

"
2356,"





Discover the Amazon Curated Collection of fine and fashion jewelry. The expansive selection of high-quality jewelry featured in the Amazon Curated Collection offers everyday values that range from precious gemstone and diamond pieces to the latest fashion designs.

This hand-selected assortment features an array of diamond, gemstone, and precious metal designs that receive a quality inspection, including from Amazon’s staff graduate gemologist, to ensure they meet Amazon’s high standards. All diamonds featured in the Amazon Curated Collection are certified by our suppliers to be conflict free, and IGI, GIA, or AGS certifications are provided on white diamonds of .75 carats or larger on all stud earrings, rings, and pendant necklaces.

Pieces from the Amazon Curated Collection come packaged in a custom box, making them wonderful gifts. In addition, we offer free one-day shipping within the continental U.S. on items over $500. International shipping options for friends and family overseas are available for an additional fee.

The Amazon Curated Collection offers a specialized customer service team that is available seven days a week to answer any product questions before, during or after the purchase. If you’re not satisfied for any reason, you will receive a full refund and free return shipping within the U.S. if you return your purchase within 30 days.

Find a special gift for a loved one or a beautiful piece that complements your personal style with jewelry from the Amazon Curated Collection.



"
2357,"LifeStride's Softsystem comfort system keeps a flexible stride in this sporty dress loafer.

From fashion boots to dress shoes to comfortable casuals, LifeStride has you covered with the most current looks and must-have styles. What you want, what you need, what you can't live without. Each season LifeStride delivers on the latest trends with a dynamic attitude and distinctive flair. From the sophisticated appeal of a high-heel dress shoe to the wear-everywhere versatility of a casual boot, LifeStride has the essential looks no wardrobe should be without. When it comes to women's shoes, there's more to LifeStride than meets the eye. What you can't see is the comfort. Soft insoles, smooth linings, and easy-flexing soles provide comfort you can enjoy all day and into the evening. Plus, LifeStride's selection of sizes and widths ensures you'll find the perfect fit. No matter what the looks or details of the moment may be, these are shoes with sought-after styles at the great prices you've grown to love.

"
2358,"Simple and sweet, the Cabernet pump from Ros Hommerson is the kind of shoe you reach for all the time. Clean lines and a demure profile make this the perfect look for the office and the moderate heel gives you boost without sacrificing wearability.

Beauty. Fashion. Comfort. These are the traits that distinguish Ros Hommerson footwear. Each season, Ros Hommerson brings a fresh perspective to Mark Lemp Footwear. Her classic styles combine tradition with contemporary colors and embellishments. Unsurpassed elegance and high quality leather craftsmanship serve as essential ingredients for success. Comfort is always a priority. Ros Hommerson strives to ensure that each shoe fits perfectly. Every pattern is made to her exact specifications and she personally tests them for comfort and fit. When you buy a pair of Ros Hommerson footwear, you buy with confidence.

"
2359,"Now with softer 100% cotton fabric, longer length and a collar that stays flat wash after wash, Fruit of the Loom white crew t-shirts look fresh all day long. Our tag-free collar delivers the ultimate in comfort and makes this style a must-have for any man.

"
2360,"Nueva camiseta reinventada Fruit of the Loom hombres 4 unidades negro y gris tripulaciones

מארז 4 חולצות טי חדשות לגברים של Fruit of the loom שחור ואפור

Fruit of the Loom Herren-T-Shirt, Schwarz und Grau, 4 Stück

تي شيرت فروت أوف ذا لووم للرجال 4 قطع أسود ورمادي

Camiseta masculina Fruit of the Loom reinventada, pacote com 4 tripulações pretas e cinzas

全新 T 恤 fruit of the loom 男款 4 件組黑色和灰色船員。

全新改良 T 恤 Fruit of the Loom 男式 4 件装黑色和灰色船员

새롭게 재탄생한 티 fruit of the loom 남성용 4팩 블랙 앤 그레이 크루

"
2361,"Built for guys who love the comfort of our crew t-shirts but want to keep the collar hidden, the v-neck design provides a versatile blend of function and style. Made with a generous length to stay tucked in, super-soft cotton fabric and a tag-free collar, the Fruit of the Loom v-neck provides comfort all day long.

"
2362,
2363,"The Fruit of the Loom 3-Pack Man Basic Brief is made from 100% ultra-soft cotton for supreme comfort against your skin.

"
2364,"The only thing you need to be in high spirits is the reinvented Fruit of the Loom Boxer Briefs. Every detail includes a new innovation, all to help you start the day with a smile. Our boxer briefs are woven with finer yarn for super-soft fabric and have a plush-backed waistband that's soft against the skin. We've given our underwear an overhaul with a new leg design that removes ride-up to stay smooth under your clothes and keep you comfortable in every situation. From super-soft fabric to a no-ride-up legs, we've got all the softness you need to Start Happy.

"
2365,
2366,
2367,"Spiked tassels hang delicately from a shoestring bow, resulting in a fashionable juxtaposition.

"
2368,"From fashion boots to dress shoes to comfortable casuals, LifeStride has you covered with the most current looks and must-have styles. What you want, what you need, what you can't live without. Each season LifeStride delivers on the latest trends with a dynamic attitude and distinctive flair. From the sophisticated appeal of a high-heel dress shoe to the wear-everywhere versatility of a casual boot, LifeStride has the essential looks no wardrobe should be without. When it comes to women's shoes, there's more to LifeStride than meets the eye. What you can't see is the comfort. Soft insoles, smooth linings, and easy-flexing soles provide comfort you can enjoy all day and into the evening. Plus, LifeStride's selection of sizes and widths ensures you'll find the perfect fit. No matter what the looks or details of the moment may be, these are shoes with sought-after styles at the great prices you've grown to love.

"
2369,"Fruit of the Loom's trunk briefs offers the superior fit of the boxer brief in a short leg design. Black and Grey combination gives this style an extra fashionable detail. Please note that the image shown is only a representation of the style.

"
2370,"Boxer Brief - the support of a brief with the comfort of a boxer. Small is size 30-32, medium is size 34-36, large is size 38-40, x-large is size 42-44, xx-large is size 46-48. Soft cotton retains shape through wash and wear Mid rise falls at or just above natural waistline Plush lined waistband won't dig or pinch Right exit fly Heat transfer tag lies flat to eliminate rubbing Long legs protect against rubbing and chafing 6 1/2 inch inseam (size M) Handy 4-Pack includes two different colors The Fruit of the Loom 4-Pack Boxer Brief 4EL7601 offers the snug fit and support of a brief with the length of a boxer short. They're made from soft, resilient cotton fabric that's designed to last. Great for everyday, this long legged style is great for sporty activities because you can layer them under workout wear for extra protection against rubbing and chafing. The Fruit of the Loom 4-Pack Boxer Brief 4EL7601 comes in two different colors to add a little variety to your underwear wardrobe. Materials: Heather Grey: 90% cotton, 10% polyester; Black: 100% cotton

"
2371,
2372,"





Discover the Amazon Curated Collection of fine and fashion jewelry. The expansive selection of high-quality jewelry featured in the Amazon Curated Collection offers everyday values that range from precious gemstone and diamond pieces to the latest fashion designs.

This hand-selected assortment features an array of diamond, gemstone, and precious metal designs that receive a quality inspection, including from Amazon’s staff graduate gemologist, to ensure they meet Amazon’s high standards. All diamonds featured in the Amazon Curated Collection are certified by our suppliers to be conflict free, and IGI, GIA, or AGS certifications are provided on white diamonds of .75 carats or larger on all stud earrings, rings, and pendant necklaces.

Pieces from the Amazon Curated Collection come packaged in a custom box, making them wonderful gifts. In addition, we offer free one-day shipping within the continental U.S. on items over $500. International shipping options for friends and family overseas are available for an additional fee.

The Amazon Curated Collection offers a specialized customer service team that is available seven days a week to answer any product questions before, during or after the purchase. If you’re not satisfied for any reason, you will receive a full refund and free return shipping within the U.S. if you return your purchase within 30 days.

Find a special gift for a loved one or a beautiful piece that complements your personal style with jewelry from the Amazon Curated Collection.



"
2373,"Prevent the fall of the Galactic Empire and defeat the Rebel Alliance as the legendary Sith Lord, Anakin Skywalker. The Deluxe Kids Darth Vader Costume is the perfect attire for the young Jedi that wishes to unleash his dark side. This costume package follows the design of the uniform worn by the dark Jedi in the original Star Wars trilogy. Padded foam with printed details decorates the jumpsuit at the shoulders, torso, and shins. Matching graphics appear on the belt and the chest piece. The half mask possesses stylized features such as mesh at the eye openings and an aerator mouthpiece. An elastic band secures the mask to the front of the face.Key Features:Officially licensed Star Wars merchandiseFeatures the jumpsuit with attached collar and chest pieceIncludes the boot tops, belt, cape, and maskPerfect costume for Sith Lord, Anakin SkywalkerMaterials:Costume made from polyesterMask made from plasticMeasurements:Small: Fits 44-48 Inch Height and 25-26 Inch WaistMedium: Fits 50-54 Inch Height and 27-30 Inch WaistLarge: Fits 56-60 Inch Height and 31-34 Inch Waist

"
2374,"If you like the extra length of a tube sock, why not stock up with this 10-pack?Cushion stretch from the toe to the top of the calf for flexible fit (no shaped heel)Full over-the-calf lengthEnforced toe seams, because if the toe springs a hole, it's straight into the trashExtra thick cushioningComfortable stay-up topImportedMade from cotton, polyester, natural latex rubber and other fibersIncludes 10 pairs

"
2375,"All this for so little? This book bag has features usually found on a pack twice the price. Two main compartment are big enough for a laptop or the largest text or notebooks. A third compartment has a ton of organizer pockets for pencils, calculator, keys, GPS, sticky notes, goodies, and yes, your iPod or MP3 player. Of course, we remembered the headphone port too. If 3 pockets isn't enough, we added a fourth mini-pocket for just about anything else. The shoulder straps include a very comfortable suspension strap system and are fully adjustable. The left shoulder strap has a small cell pocket sewn onto it for quick and easy access. The zippers are heavy duty, will never break or snag and glide open and shut very smoothly.

"
2376,"3000 Bella+Canvas Men's Baseball Jersey Tee This striking baseball jersey tee is ready to turn some headsÉon the field or anywhere else you choose to rock it. 30-single 100% combed and ring-spun cotton 4.2-oz. contrast colored sleeves cuffs and neck trim Sizes: S-2XL

"
2377,"

The soft fabric and flat seam stitching on this short moves comfortably with your body. The waistband is finished inside to allow a clean look when folded over. Complements each of ASICS volleyball jersey styles.



"
2378,"SPANX Style 163. Mid-thigh maternity shaper with tummy support. Stretch microfiber. Provides moderate control. Smoothes hips, thighs and rear. Comfortable under belly and lower back support. No leg band for a smooth look on thighs. Soft, sheer tummy panel grows with your belly. No visible panty lines. Cotton gusset.

"
2379,"This quick and easy to use garment bag is perfect for those short trips. Your clothes will look great upon your arrival. Great gift for the person who needs to keep there suits or dresses wrinkle free.

"
2380,"This wireless, convertible bra gives seamless support for lasting comfort.

"
2381,
2382,
2383,"





Discover the Amazon Curated Collection of fine and fashion jewelry. The expansive selection of high-quality jewelry featured in the Amazon Curated Collection offers everyday values that range from precious gemstone and diamond pieces to the latest fashion designs.

This hand-selected assortment features an array of diamond, gemstone and precious metal designs that receive a quality inspection, including from Amazon’s staff graduate gemologist, to ensure they meet Amazon’s high standards. All diamonds featured in the Amazon Curated Collection are certified by our suppliers to be conflict free, and IGI, GIA, or AGS certifications are provided on white diamonds of .75 carats or larger on all stud earrings, rings, and pendant necklaces.

Pieces from the Amazon Curated Collection come packaged in a custom box, making them wonderful gifts. In addition, we offer free one-day shipping within the continental US on items over $500. International shipping options for friends and family overseas are available for an additional fee.

The Amazon Curated Collection offers a specialized customer service team that is available seven days a week to answer any product questions before, during or after the purchase. If you’re not satisfied for any reason, you will receive a full refund and free return shipping within the US if you return your purchase within 30 days.

Find a special gift for a loved one or a beautiful piece that complements your personal style with jewelry from the Amazon Curated Collection.

Sterling Silver History

Experts believe that silver alloy, used today as sterling silver, originated in continental Europe in the 12th century. Pure silver was found to be a soft and easily damageable material. When combined with other metals, most commonly cooper, it produced a tougher material that could be heavily relied on. Throughout the next few centuries, sterling silver was used as currency and for household items. It was often used as silverware and became the material used in a proper table setting between 1840 and 1940 throughout the United States and Europe. Because of this popularity, silver companies began to grow. During this craze, companies began to experiment using sterling silver compositions in jewelry, as it was a material that was easy to mold into intricate designs and gave a luxurious look with its metallic finish. Today, sterling silver is widely used in all kinds of jewelry styles and shines as beautifully as other precious metals, with the benefit of affordable pricing.

Sterling Silver Composition

While pure silver can be combined with many different types of metals, sterling silver is created when combining pure silver with copper. Sterling silver jewelry can be composed with different amounts of copper but is most often seen with the .925 stamp, meaning that the composition is of 92.5 percent silver and 7.5 percent copper. This has been found to be a good combination for maintaining the silver's durability without harming its sparkle.

Caring for Your Sterling Silver Jewelry

Silver should not come into contact with harsh household chemicals such as bleach, ammonia, or chlorine. To avoid scratches, store silver in a lined jewelry box or pouch, as it is prone to tarnish as it naturally reacts with sulfur or hydrogen sulfide in the air. Cleaning and wearing silver jewelry regularly will prevent this and help maintain its shine. Immediately upon noticing any discoloration, use a gentle polish made specifically for removing tarnish.



"
2384,"This simple artistic symbol of family love makes a great gift and a powerful statement that is sure to warm the heart of any mother - no matter the age of her children. Measuring approximately 1 inch L x 1/2 inch W, this original Loving Family pendant depicts a loving mother and one child whose touching embrace forms a heart. A silver matte finish center adds dimension in contrast to the polished finish of the outer part of the pendant. Pendant is crafted from .925 sterling silver and finished with a tarnish-resistant coating. A sentimental favorite, this pendant comes ready to wear on a delicate 18 inch L sterling silver box chain with spring ring clasp. Pendant also looks great on a snake chain such as B00062BISU (purchased separately), for those who prefer a heavier looking chain. Our jewelry is proudly made in America with US and imported parts. We do our part for the environment by crafting our jewelry from recycled .925 sterling silver. Loving Family gift box is made in China. *Note: The white silver matte finish in the center of each .925 sterling silver Loving Family pendant is created by sandblasting the inside of the pendant and then applying a silver finish to that area to create a dimensional look. Minute quantities of different metals can be utilized in the liquid bath to facilitate the bonding of both the silver finish and the protective clear plastic resin anti-tarnish e-coat finish to the surface of the .925 sterling silver Loving Family piece. These metals do not include nickel or any other ferromagnetic materials. We invite you to contact us with any questions or concerns that you may have regarding any of our Loving Family products.







Discover the Amazon Curated Collection of fine and fashion jewelry. The expansive selection of high-quality jewelry featured in the Amazon Curated Collection offers everyday values that range from precious gemstone and diamond pieces to the latest fashion designs.

This hand-selected assortment features an array of diamond, gemstone and precious metal designs that receive a quality inspection, including from Amazon’s staff graduate gemologist, to ensure they meet Amazon’s high standards. All diamonds featured in the Amazon Curated Collection are certified by our suppliers to be conflict free, and IGI, GIA, or AGS certifications are provided on white diamonds of .75 carats or larger on all stud earrings, rings, and pendant necklaces.

Pieces from the Amazon Curated Collection come packaged in a custom box, making them wonderful gifts. In addition, we offer free one-day shipping within the continental US on items over $500. International shipping options for friends and family overseas are available for an additional fee.

The Amazon Curated Collection offers a specialized customer service team that is available seven days a week to answer any product questions before, during or after the purchase. If you’re not satisfied for any reason, you will receive a full refund and free return shipping within the US if you return your purchase within 30 days.

Find a special gift for a loved one or a beautiful piece that complements your personal style with jewelry from the Amazon Curated Collection.

Sterling Silver History

Experts believe that silver alloy, used today as sterling silver, originated in continental Europe in the 12th century. Pure silver was found to be a soft and easily damageable material. When combined with other metals, most commonly cooper, it produced a tougher material that could be heavily relied on. Throughout the next few centuries, sterling silver was used as currency and for household items. It was often used as silverware and became the material used in a proper table setting between 1840 and 1940 throughout the United States and Europe. Because of this popularity, silver companies began to grow. During this craze, companies began to experiment using sterling silver compositions in jewelry, as it was a material that was easy to mold into intricate designs and gave a luxurious look with its metallic finish. Today, sterling silver is widely used in all kinds of jewelry styles and shines as beautifully as other precious metals, with the benefit of affordable pricing.

Sterling Silver Composition

While pure silver can be combined with many different types of metals, sterling silver is created when combining pure silver with copper. Sterling silver jewelry can be composed with different amounts of copper but is most often seen with the .925 stamp, meaning that the composition is of 92.5 percent silver and 7.5 percent copper. This has been found to be a good combination for maintaining the silver's durability without harming its sparkle.

Caring for Your Sterling Silver Jewelry

Silver should not come into contact with harsh household chemicals such as bleach, ammonia, or chlorine. To avoid scratches, store silver in a lined jewelry box or pouch, as it is prone to tarnish as it naturally reacts with sulfur or hydrogen sulfide in the air. Cleaning and wearing silver jewelry regularly will prevent this and help maintain its shine. Immediately upon noticing any discoloration, use a gentle polish made specifically for removing tarnish.



"
