,description
812,
813,"2 of the strongest, sturdiest tubular folding stands weve seen anywhere! These affordable guitar stands are each made to exacting specs with a soft black neoprene rubber tubing to protect your guitars in between uses. Each folds up for easy transport. Note: they are not for nitrocellulose-finish guitars. Includes 2 stands.

"
814,"Epiphone Customer Service may be reached 24 hours a day at 800-444-2766. Customers may also contact Customer Service via the internet at http://www2.gibson.com/Gibson/Talk-2-Us.aspx.

"
815,"MS-220 Tripod Mic Stands feature thread adapters and tubular legs. Adjustable height from floor to top thread is 35"" to 61-7/8"". The boom is not adjustable. This 2-pack features MS-220 Tripod Microphone Stands that have thread adapters and tubular legs. From floor to top thread they can be adjusted from 35"" to 61-7/8"". The 30-1/4"" boom is not adjustable. Black.

"
816,"Les Paul Special I P90 Electric Guitar Worn Cherry. Mahogany Les Paul body features Epiphone P90R and P90T Soap Bar pickups producing huge, FAT single coil tones, and an adjustable wrap-around bridge/tailpiece for maximum edge and sustain. Case sold separately.

"
817,"12 Traditional Size Bridge pins Black w/White Dot. Shank Dimension .2020

"
818,"The new and improved Snark ST-2 model includes faster processing chip, enhanced accuracy, and new high definition screen that can be read from any angle.

"
819,"The Super Champ X2 combo amplifier combines 15 watts of rich, dual-channel tube amp sound with modern extra such as versatile amp voicing and a wide selection of digital effects. It’s simple, toneful and flexible, and with its easy computer connectivity you can also custom tailor your amp’s voicing and effects to your personal taste. Your rehearsal and recording sessions will really come alive with the unlimited tones that can be created with the Super Champ X2. Made in Ensenada, Mexico, the Super Champ X2 features a single 10” Fender Special Design speaker, voicing knob for selection of 16 different amp types (tweed, Blackface, British, Hot Rod, metal and more), 15 effects with level control, dual-channel switching (footswitch optional), tap tempo control for precise delay time adjustment, 1/4” line output, external speaker capability and USB output for speaker-emulated digital recording. Fender FUSE™ software (available as a free download) allows even more tonal versatility, with customization of amp voicing and effects defaults, effects parameters deep editing, and online access to free Fender community content.

"
820,"Faster response for quick tuning Brighter display with the EZ read face for no mistakes tuning Tighter frequency response for the most accurate tuning yet Clip on Chromatic tuner can be used on all instruments Tap Tempo metronome and Pitch calibration

"
821,"Snark Tuners say tuning should be easy and fun. The new Snark Tuners come from the makers of the popular Qwik Tune tuners we've all come to know. The new Snark SN-5 tuners feature a full color display that rotates 360 degrees for easy viewing. Features a stay put clip, high sensitivity vibration sensor, features frequency ranges for use on all string instruments including Ukulele, Electric guitar or Basses. Tuner can be clipped on the front or back of the head stock. Accommodates right and left handed players.

"
822,"The feature packed tuner your audience will never see. The tuner features a reversible screen, multi-color display and metronome in a housing that blends with the aesthetics of any instrument. It's so small, convenient and accurate, you'll want one for every instrument you own.

"
823,"Engineered to maximize output and clarity, Ernie Ball Cobalt Slinky guitar strings are the one of the latest innovations in string technology. Seeking to provide guitarists and bassists with a new voice, Cobalt strings provide an extended dynamic range, incredible harmonic response, increased low end, and crisp, clear highs. Cobalt provides a stronger magnetic relationship between pickups and strings than any other alloy previously available. Cobalt Slinkys are also soft and silky to the touch, making string bending a breeze. Cobalt strings have a slight blue hue, compared to other Ernie Ball electric strings. Gauges .011, .014, .018p, .028, .038, .048. Part number 2720.

"
824,"The Simple Sling™ from Neotech offers a great compact alternative to a traditional ukulele/guitar strap. The cross-chest design gives added stability when standing or sitting as it can be adjusted horizontally on the body as well as vertically. This gives the musician much more control than the neck-version alternatives. It is ideally suited for instruments of various sizes in any playing position. From ukuleles and mandolins to classical and flamenco guitars, the Simple Sling™ can be adjusted to fit in the playing position that's just right for you!

The Simple Sling™ features a custom felt-lined hook with rounded edges to protect your instrument's finish. It incorporates a smooth herringbone weave 3/4” nylon webbing which easily adjusts in the hardware and doesn't cause abrasion to your shirt or jacket. This combination of features gives the strap a real custom fit and look in a streamlined design. As it's a compact design, there is always room for it in your instrument case or even your pocket. Don't let the name fool you—it may be simple, but it's a keeper!

"
825,"Engineered to maximize output and clarity, Ernie Ball Cobalt Slinky guitar strings are the one of the latest innovations in string technology. Seeking to provide guitarists and bassists with a new voice, Cobalt strings provide an extended dynamic range, incredible harmonic response, increased low end, and crisp, clear highs. Cobalt provides a stronger magnetic relationship between pickups and strings than any other alloy previously available. Cobalt Slinkys are also soft and silky to the touch, making string bending a breeze. Cobalt strings have a slight blue hue, compared to other Ernie Ball electric strings. Gauges .010, .013, .017, .026, .036, .046. Part number 2721.

"
826,"This great hohner blues band harmonica is classic and affordable instrument. It features Brass reeds, plastic body and stainless steel covers. All you need to start playing blues, rock, country or folk.

"
827,"If you're looking to make a statement, look no further! Our powerful HammerHead LED Music Light's eyecatching design will make you - and your music - the star of the show. Its six powerful, bright white LEDs last 100,000 hours, and its flexible gooseneck illuminates every note. Take the portable HammerHead with you - whether you're DJing, playing, or singing - and make every performance perfect.

"
828,"Special 20 - Awesome response, superior bendability and the sweetest tone ever. This harp is the first choice for those learning to play. Its special airtight design makes it the most recommended go-to harp for harmonica players of any style, including blues, country, folk or rock. The plastic comb doesn't absorb moisture making it longer lasting. Harp of choice of harmonica virtuoso John Popper (of Blues Traveler) and played by Bob Dylan on his 2007/08 tour. Chances are your favorite player has several of these harps in his case. 12 major keys plus lower and higher octave tunings. It is approximately “4 inches” long.

Injection molded plastic comb with projecting mouthpiece for added playing comfort.

"
829,"Nylgut has a specific density and acoustical qualities nearly identical to that of gut, and is the first truly successful synthetic version of the natural product. Other strong points of Nylgut are its elevated resistance to wear under tension-greater than that of gut-but even more important is its extraordinary immunity to changes of climate, considerably better than that of Nylon and thereby ensuring a superior stability of tuning under normal conditions

"
830,"A fundamental aim of Aquila's research has been to make a new synthetic product having the same acoustic properties as gut, but without its typical defects - (high cost, limited duration and high instability under varying climates). The New Nylgut has precisely these qualities allowing one to rediscover the sonorities familiar to the great 19th and 20th century Uke masters and guaranteeing a stability of tuning higher even than that of the best gut and nylon strings.

"
831,"ChargerCity Music Stand Tablet Mount allows easy mounting and positioning of your tablet (7inch 8inch 9inch 10inch 11inch 12inch Screen tablets) on to your Microphone Stand. Use it anywhere you desire (Concerts, Choir Class, Wedding, Party, Meetings). Our innovative yet simple mounting solution not only is COST EFFICIENT but easy to install and use (No Tools required). *Designed to be compatible with nearly all tablets including the iPad Pro, iPad Air, iPad mini, Sony, Samsung Galaxy Tab / Pro, Microsoft Surface Book/ Surface Pro, Acer Iconia, Asus MemoPad VivoTab, Acer, Dell, Lenovo Ideapad ThinkPad Yoga, MicroSoft Surface Pro, Motorola, 7 8.9 10.1 12 HTC Flyer and more*

"
832,"The JOYO JF-34 US Dream high-gain distortion pedal can turn your clean combo amp into a wall of sound monster stack! Tweak the Volume, Distortion and Tone knobs to push your clean channel and get the wonderfully musical distortion sound you seek!

"
833,"The JOYO JF-36 Sweet Baby Overdrive is referred to as a dynamic overdrive. This Sweet Baby will push your clean channel into overdrive based on your picking dynamics while it will jolt your drive channel into a wonderful frenzy! The JF-36 offers Volume and Drive controls like most overdrives, but the Focus control is what separates this pedal from the pack. Heres where you can adjust the sensitivity to touch and playing dynamics for the tone you desire.

"
834,"JOYO JF-10 Dynamic Compressor Guitar Effect Pedal

"
835,"Each band provides +/-18Db range to help you find your favorite tone. Frequency band; 100Hz, 200Hz,300Hz,400Hz, 800 Hz, 1.6MHz and 3.2MHz. Powered by a 9V Battery or 9V adapter. This is a very well electrically designed and mechanically rugged pedal, at a great price!!!

"
836,"Joyo JF-12 Voodoo Octava Guitar Pedal

"
837,"Description:
Perfect for the necks and fingerboards of electric or acoustic 6-string guitars
Quickly and easily released and repositioned without disturbing the tuning
Material: Zinc Alloy
Color: Blue
Weight: 2.2 oz

Package contents:
1 x Neewer? Blue Single-handed Guitar Capo Quick Change

"
838,"This is a Fender(R) Telecaster(TM)-style maple electric guitar neck, fully fretted and with truss rod installed, ready to be bolted onto your special build! Great for ""standard"" electric guitars and cigar box guitars, this neck features the following great features:Pre-Installed, filed, leveled and smoothed fretsPre-Installed Truss RodPre-drilled Tuner holes (right-handed setup)Pre-installed bone nutStandard 25.5"" Telecaster(TM) Scale Length with 22 fretsOverall length 26 3/8""A silky smooth unlacquered maple surfaceStylishebony ""racing stripe"" down the backAbalone fret markers and dark side markersRadius: ~14""Tuner Hole Size: 13/32""This is a great price for a guitar neck of this quality, so if you've never tried a pre-made guitar neck this is your chance to do so on the cheap! These are made in China to our specifications and imported by us, so that we are able to pass the savings directly on to you.

"
839,"

Description:

* Fast and easy to operate

* Small size, convenient and portable

* Hand Comfortably

* Can even change keys during a song

* Perfect for the necks and fingerboards of electric or acoustic 6-string guitars

* Quickly and easily released and repositioned without disturbing the tuning

* The capo is easily squeezed into place with one hand, released using the lever on the back, without pulling the strings of your instrument out of tune. When not in use, it stores neatly on the end of your instrument's headstock. Looks great when fitted to the guitar!

* Material: zinc alloy

* Color: Golden

* Weight: 2.20 oz

Package contents:

* 1 x Neewer Quick Change Guitar Capo



"
840,"Diamond head DU-150 Soprano ukulele - Mahogany Brown.

"
841,"Cradle Guitar Stand - BlackMade exclusively for Amazon by Hamilton Keyed shaft on cradle so it won't accidentally come out Cradle easily removes for storage Fixed yoke with security strap

"
842,
843,"

Designed for use on 6-string electric and acoustic guitars, the silver NS Tri-Action Capo assures buzz-free, in-tune performance at any fret. The patent-pending Tri-Action Geometry reduces the force required to open and close the capo and applies even tension regardless of neck profile. Combined with the micrometer tension adjustment that ensures the proper force is being applied to the neck of the guitar and direct horizontal pressure, the Tri-Action Capo virtually eliminates pulling the strings side to side and the need to retune during use.

The single hand, easy to operate Tri-Action Capo clamps to the headstock when not in use. An integrated pick holder stores your pick in a convenient location when playing fingerstyle. It is constructed from aircraft grade aluminum making it rugged enough to take a beating, but very lightweight on the fretboard. It adds negligible weight to the neck of the instrument and will not damage the finish.

For over 20 years, D’Addario has been leading the industry in innovative and problem-solving products that serve musicians worldwide. D’Addario Accessories (formerly Planet Waves) are proudly made in a state-of-the-art manufacturing facility to the most stringent quality controls in the industry. The D’Addario family’s heart, soul and love for making music is put into every accessory we create, and we never stop inspiring performance.



"
844,"This is one tiny BEAST errr Micro Terror! Seriously, the second you plug into the Orange Micro Terror, you're going to be confronted with major tone. (Well, you have to plug it into a speaker cabinet first, but after that.. woah). The Micro Terror is modeled after the popular Tiny Terror series. Even though it is super small, it still has huge Orange tone!

"
845,
846,"Don't miss! 360 degrees view available here:
hola360.Info/tuner/ MIMIDI clip-on Tuner has 4 modes: ukulele, guitar, bass and chromatic.

"
847,
848,"Violin Pickup

"
849,"Dead room? Flat mic? No sound guy? Call in Mic Mechanic - a complete vocal toolbox in a compact, easy-to-use pedal. As your personal sound engineer Mic Mechanic provides time-tested tone and effects you can take anywhere - and always sound your best.

"
850,"The Mooer Pitch Box is an excellent example of a great sounding pitch shifter that's straight forward and fits on any pedal board. It will allow you to create great harmonies and take your tone to a new place with 3 different modes: Harmony, Pitch Shift and Detune. Its full metal casing makes it durable and road ready, and like most great effects pedals it has true bypass.

 Specifications

Input: 1/4” monaural jack (impedance: 470k Ohms)
Output: 1/4” monaural jack (impedance: 100 Ohms)
Power Requirements: AC adapter 9V DC (center minus plug)
Current Draw: 128 mA
Dimensions: 93.5mm (D) × 42mm (W) × 52mm (H)
Weight: 170g

"
851,"The Korg TM-50 allows the use of the tuner and metronome simultaneously. The TM-50 is features a two-level backlight that enhances the visibility of the LCD display. It uses a newly designed needle-style LCD for excellent response, and even greater tuning accuracy. The Sound Back function allows the speaker to generate the reference tone that's closest to the input sound, providing a reliable way to tune by ear. Available in a choice of two colors, black or pearl white, the TM-50 is the perfect daily practice partner that will support your development as a performer

"
852,"JOYO Power Supply 2 JP-02 Isolated Effect Pedal Multi Brick jp02

"
853,"100% brand new and testing is fine
High quality
knobs for Gibson Les Paul replacement knobs
Split Shaft:6mm(about 0.24 inch)
Quantity: 4pc
Package Includes:It comes complete with everything shown.

"
854,"iTrack Solo provides the best solution for recording your instruments and vocals using an iPad and is a certified 'Made for iPad' device. Featuring a Focusrite microphone preamp and an input to record directly from electric guitars, iTrack Solo is the perfect companion for any singer-songwriter wanting to take their demos to the next level. Using the very best in digital audio technology iTrack Solo captures your sound with pristine quality. Simply plug in and press record. iTrack is also fully compatible with your Mac or PC. iTrack Solo’s input section features a clean, low-noise, low-distortion preamp, which is also found in our Liquid Safire 56. iTrack Solo also provides phantom power for professional condenser microphones. With a guitar input alongside the microphone input, you can record both vocals and your instrument simultaneously to separate tracks in your software. You could even use both a microphone on your guitar and the guitar input at the same time to get a different sound. Unique halo signal indicators let you know that you've got a good volume for recording. A large monitor dial provides a tactile control for the volume of your speakers and headphones, while a high quality headphone amp provides a clean yet loud signal to headphones connected to the front panel socket. The direct monitor switch routes audio directly from the inputs to both the headphone and speaker outputs so you hear the incoming signal with no latency from your music app. On the rear panel you will find phono outputs allowing you to connect iTrack Solo to a pair of powered speakers, or to your home Hi-Fi system. The speaker volume can then be controlled using the large dial on the front of iTrack Solo meaning everything you need is within reach. Ableton Live Lite and Focusrite's Scarlett Plug-In Suite are included. For extra flexibility when using your iTrack Solo, Focusrite offers a free longer USB to Device Link cable (1.2 Meter) to customers who register their purchase.The iTrack Solo doesn't have a power button and doesn't come with a mic. For any further queries please contact Focusrite’s via this link http://us.focusrite.com/answerbase/contact or Customer Support Number @ 1 (310) 322-5500.



With Focusrite's iTrack Solo, you can record guitar and vocals on your Mac, PC, or iPad. iTrack Solo provides the best solution for recording your instruments and vocals using an iPad. Featuring a Focusrite microphone pre-amplifier and an input to record directly from electric and bass guitars, iTrack Solo is the perfect way to expand the audio capabilities of your iPad using Garageband or any other music-making app. Although it is an Apple-certified ""Made for iPad"" device, iTrack Solo is also fully compatible with your PC or Mac computer and comes with a host of free music making software including Ableton Live Lite and the Focusrite Scarlett Plug-in Suite.

The iTrack Solo is a 2-channel audio interface for iOS devices, Mac, and PC. Just connect your iTrack Solo to a power supply and an iPad and you're ready to go. With the very best in digital audio technology encased by a rugged aluminum unibody chassis, iTrack Solo will capture and playback your sound with pristine quality--up to 24-bit/96 resolution when used with PC or Mac.

The front panel has an input for a microphone and an input for an instrument (such as an electric guitar, bass guitar or the output of an electro-acoustic guitar). This makes the iTrack Solo perfect for capturing the output of a microphone, or using an electric guitar with one of the many guitar amp applications on iPad.

Unique signal halos let you know that you've got a good audio level for recording, with level and clip indication. Green is good and red means that your audio is too loud, and that you should turn down the level control.

Record your songs with many apps including GarageBand, or connect to your favorite digital audio workstation on Mac or PC. iTrack Solo includes samples for Ableton Live Lite, Novation Bass Station, Scarlett Plug-in Suite, and Loopmasters.

Since 1985, Focusrite has been a leading manufacturer in the professional audio field. Focusrite mic pres are the choice of leading artists, recording studios and engineers around the world. Now get the quality of Focusrite on your iPad or computer.

Use the iTrack Solo's premium quality audio outputs to take your sound to Hi-Fi, speaker systems or headphones to hear the difference Focusrite can make. At Focusrite, that's all that matters--sound is everything. A supplied cable connects iTrack Solo to the iPad, and it is powered by the included USB cable that delivers the power necessary to run the iTrack's high-specification components. If you are using iTrack Solo with a Mac or PC you don't need to connect it to the mains, your computer will supply enough power via the USB cable. The cable supplied in the box with your iTrack Solo is designed to pass Apple's Made for iPad tests to ensure that any official iPad accessory can meet their standards for noise interference resilience, specifically the TDMA noise that can be induced when an iPad receives a telephone call over a 2G network.



"
855,"On December 10, 2007, Led Zeppelin took the stage at London’s O2 Arena to headline a tribute concert for dear friend and Atlantic Records founder Ahmet Ertegun. What followed was a two-hour-plus tour de force of the band’s signature blues-infused rock ’n’ roll that instantly became part of the legend of Led Zeppelin. Founding members Robert Plant, Jimmy Page and John Paul Jones were joined by Jason Bonham, the son of their late drummer John Bonham, to perform 17 songs from their celebrated catalog including landmark tracks ""Whole Lotta Love,"" ""Rock And Roll,"" ""Kashmir,"" and ""Stairway To Heaven."" A film of the show, ""Celebration Day, is now available on DVD and Blu-ray and includes the entire concert in HD video and in 5.1, 48/24 hi-resolution audio surround sound. ""Celebration Day"" is an incredible document of the now legendary concert, which has been described as possibly the greatest rock and roll concert ever. The two hour feature length film is presented in beautiful high definition video, and stunning audio quality. The aspect ratio is 16x9. The film is directed by Dick Carruthers who had previously worked with Led Zeppelin on their award winning 2003 release ""DVD"" - a release that remains one of the highest selling music DVD's of all time. The ""Celebration Day"" film is already critically acclaimed and the DVD & Blu-ray releases are certain to become consistently high selling titles in the Led Zeppelin catalog. A bonus DVD in the deluxe versions features the dress rehearsal at Shepperton Studios, filmed a few days before the O2 concert. The rehearsal is filmed in SD and recorded in stereo.







"
856,"Flashback delay. The sounds, The vibe, tone prints, The entire package - it was a Smash hit that rocked the world. But at TC, We're more about moving things forward and listening to the feedback from the guitar community. And so, when wishes for things like presets and tap-tempo started rolling in, we listened. And boy, did we knock it out of the Park.

"
857,"100% high quality Item 100% like the picture shown bone guitar nut for Strat style neck. Fits most starts with a slotted neck Nut has pre cut string slots and requires very little experience to install. Size:42mm x 3.5mm x 4.5/3.5mm package include: 1 x electric guitar nut We manufacture all kinds of instrument parts and conduct The direct model so that our price is very low with high quality.

"
858,
859,"Tough and sturdy, Gear lux brand accessories are built to last. The Gear lux brand wooden hard-shell acoustic guitar case is covered in a durable black PVC material and decorated with chrome hardware. Soft interior lining with over 2mm of foam padding further help protect your instrument against scratches. Also includes a compartment for small accessories such as picks, tuners, capos, and anything else you may need! Gear lux brand instrument accessories are perfect for musicians looking for quality gear at affordable prices. No matter what your instrument of choice, Gear lux has you covered. From piano benches and guitar cases to trumpet stands and microphone accessories, you'll find what you need to play on in style.

"
860,"

Description:

Neewer 6 String Acoustic Guitar Bone Bridge and Nut are made of real oxen bone, providing good intonation and clarity.

Great replacement bridge saddle and nut for your acoustic guitar.

Specifications:

Saddle Size: (L x W x H) Approx. 2.83 x 0.12 x 0.35 inch / 72 x 3 x 9mm

Nut Size: (L x W x H) Approx. 1.7 x 0.23 x 0.33 inch / 43 x 6 x8.5mm

Material: Bone

Color: Ivory

Package Contents:

1 x Saddle

1 x Nut



"
861,"Snark Clip-on Chromatic tuner. White gloss body with black lettering. Fastest & Tightest tuning. Brighter EZ Read display. 360-degree display and mounting arm rotation for easy viewing adjustment and multiple viewing positions. Can be used in front or behind the head stock. Works with right-handed and left-handed instruments. Super-tight tuning (as offered on the Snark SN8 tuner).

"
862,"Zoom's MS 50G MultiStomp Guitar Pedal is the first of its kind. It offers the power of a multi effects pedal and flexibility of an amp modeler in a single stomp box design. With 55 classic stomp box effects and amp models, easy to use interface, auto chromatic tuner and versatile power options, guitar players will be astonished with how much this pedal offers.



Zoom's MS-50G MultiStomp Guitar Pedal is the first of its kind. It offers the power of a multi-effects pedal and flexibility of an amp modeler in a single stompbox design. With 55 classic stompbox effects and amp models, easy-to-use interface, auto-chromatic tuner and versatile power options, guitar players will be astonished with how much this pedal offers.

With a heavy duty, die-cast body, the MS-50G has the classic look of a single analog stompbox. It features a large LCD and analog-style cursor keys/parameter knobs that together form an easy-to-use graphical interface. This intuitive design makes creating, saving and rearranging the effect chain a breeze and provides easy navigation in live and studio settings.

A highly refined sigmoid curve clipper re-creates the smooth clipping of a tube amp's waveform. This allows the MS-50G to simulate amplifier sounds, including clean, crunch and full-gain drive tones that are authentic to the original models while maintaining the nuances of picking and strumming techniques.

The MS-50G's eight super-real amp models range from vintage gear to the latest trends in amp technology, each with its own distinct cabinet modeling that can be used to alter its tone characteristics. In addition, you can pair any of the available amp models with any of the available cabinet models and let you're creativity run wild. Power a VX JMI 2x12 cabinet with a Delux-R amp, or combine the MS 1859 amp and the DZ Drive 4x12 cabinet. It's up to you! The MS-50G also provides you with the versatility to match the output of a given amp/cabinet model to whatever you're playing through (Line, Combo Front, Stack Front, Combo Power Amp, Stock Power Amp).

The all-new ZFX-IV DSP effects processor boasts amazing power and clarity, upgrading everything from sound to functionality over previous ZFX versions. By using 32-bit floating-point processing, the MS-50G can produce sounds that are more realistic than ever before.

The MS-50G offers 47 diverse types of effects, including some of the world's most popular stompbox guitar pedals and rack-mounted processors. The pedal's wide range of effects includes distortion, compression, modulation, delay and reverb.

With the MS-50G, you can use up to six stompbox and amp effects simultaneously and arrange them in any order you like. This allows you the freedom to build complex tones, as well as the ability to bring individual elements in and out of the effects chain as you like.

Right out-of-the-box, the MS-50G allows you to create and store up to 50 of your original patches. To get you started, 30 of these patches are preprogrammed and form a versatile collection of guitar sounds that include some of the world's greatest stompbox and amp effects.

With the MS-50G, you can program which patches are recalled and the order in which they appear. For example, you could select three patches'(A) CLEAN TONE, (B) HEAVY RIFF and (C) LEAD SOLO'and program the MS-50G to cycle through only those three tones each time you press the footswitch.

Perfect for use in combination with traditional stompboxes, the MS-50G can be added to your pedalboard to decrease the size and complexity of your setup, while expanding your system's effects and modeling capabilities.

The pedal's highly accurate auto-chromatic tuner offers smooth, real-time response, which makes turning your guitar effortless. When you're in the middle of a performance or practicing alone, simply hold down the pedal's footswitch to start getting your strings back in tune. In addition, the MS-50G's LCD makes the tuner easy to see on a dark stage. You can also tune silently in the tuner's MUTE mode or with all effects bypassed in its BYPASS mode.

Providing versatile power options, the MS-50G operates via AC adapter (sold separately), as well as battery power. Two standard AA batteries (included) provide up to seven hours of continuous mono input use and up to five hours of continuous operation when using the stereo inputs.



"
863,"Durable nylon padded electric guitar Gig Bag with easy grip handle and adjustable padded shoulder straps. Features 3 front pockets that will hold all your necessary guitar accessories and an additional extra long pocket that can house a universal collapsible guitar stand. This rugged and durable gig bag is perfect for the traveling musician.

"
864,"ChromaCast hard cases are designed to protect your instrument and keep it sounding its best. Durable wood construction features plush lined interior with extra neck and bridge padding for full support. Sturdy chrome latches and bumpers on bottom and sides of case add protection and stability. Molded handle allows for comfortable, easy transport. Also features large accessory compartment. Designed by musicians for the active player. ChromaCast is dedicated to crafting roadworthy products. Providing the best in creative design and durability. ChromaCast proves you don't have to spend a fortune for quality music gear. acoustic hard case interior dimensions: 44"" Length, 13.75"" Wide upper bout, 17 "" wide lower bout, 5"" Height.

"
865,"This Acoustic Guitar Padded Gig Bag is ideal for transporting your valuable Guitar! Designed to protect your 6-string beauty and keep it sounding its best. Features 6-pockets, 2 shoulder straps, 2 handles, 10mm padding and rubber base bumper. Fits most standard acoustic guitars.

"
866,"The new Xotic SP Compressor offers the same OTA (operational transconductance amplifier) technology used in what many guitar players consider the best compressor ever, the Ross Compressor. Xotic's new SP Compressor has superb tone quality featuring a wide variety of compressor tones from vintage,to subtle, to modern and more. It's super flexible and features a dry blend knob, up to +15dB of boost and an internal dip switch for attack control. This compact design is a powerful tool for the working musicians.

"
867,"PLEASE NOTE:

1.The Stand is NOT Suitable for Blue Yeti USB Microphone.

2.Microphone and Pop Filter in the pictures NOT INCLUDED.

3.Shock Mount Diameter: 1.7""-2.0""/43mm-50mm.

Features:

(1)Scissor Microphone Arm Stand with Built-in XLR Cable + (1)Table Mounting Clamp:

*Max load: Approx 53oz / 1.5KG*

With one built-in XLR male to female microphone cable inside the boom arm tubing, enhances the scissor suspension microphone stand's overall appearance.

Double-braced arms add strength to stand much more weight.

Completely flexible, firmly attach the microphone anywhere.

Ideal for radio broadcasting studio, voice-over sound studio, stages, and TV stations, etc. YOU CAN NOT MISS IT!

Material: Metal

(1)Shock Mount:

Isolate most studio condenser mics from physical vibration, floor, and stand noise.

Diameter: 1.7""-2.0""/43mm-50mm

Material: Metal

Package Contents:

1 x Scissor Microphone Arm Stand with Built-in XLR Male to Female Cable

1 x Shock Mount

1 x Table Mounting Clamp

"
868,"Pursue your passion with D’Addario’s bestselling electric guitar set, XL Nickel Wound Electric Guitar Strings. XL's deliver long lasting, legendary, distinctive bright tone and excellent intonation. They are the ideal electric guitar strings for the widest variety of guitars, genres and playing styles, making them the choice of countless professionals around the world. D’Addario leverages centuries of string-making experience and advanced computer-controlled winding technology to bring you the most durable, consistent and long-lasting guitar strings. Made in the USA for the highest quality and performance, only D’Addario strings are sealed inside and out. XL’s are precision wound with highly magnetic nickel-plated steel to exacting specifications onto a hexagonally shaped, high carbon steel core for strings with a tight wrap, bright tone, perfect intonation, stellar magnetic output, long life and reduced premature fret wear. And thanks to the corrosion resistant packaging, the strings in this 3-pack are always fresh. The string gauges in this electric string set include: Plain Steel .009, .011, .016, Nickel Wound .026, .036, .046 Since 1905, D’Addario has been providing artists and players with the tools they need to perform their magic. As musicians ourselves, we have the unique ability to engineer products that inspire other musicians. The D’Addario family’s vision, creativity, passion and tradition have made us the world’s largest musical instrument string manufacturer. We put our family’s heart, soul and love for making music into every string and instrument accessory we create, and we never stop inspiring performance.



Available for guitar and bass, D’Addario Balanced Tension sets are comprised of mathematically optimized string gauge combinations, resulting in greater control and playing comfort. Combined with the distinctive bright tone of XL nickel wound strings, each set offers greater dynamic control and a more consistent feel between strings.

Through extensive, detailed, and comprehensive testing, the performance advantages you’ll experience with D’Addario Balanced Tension XL sets over traditional strings are as follows:

XL Balanced Tension Sets are available in 3 different options for Electric Guitar:

Your strings matter. D'Addario's XL Nickel Wound strings are engineered to serve as the critical link between you and your guitar. Our most popular electric guitar strings, XL's are precision wound with highly magnetic nickel-plated steel to exacting specifications, resulting in strings with long lasting, distinctive bright tone, and excellent intonation. Ideal for the widest variety of guitars and musical styles, XL's are the choice of countless professionals around the world.

The combination of the most advanced computer-controlled winding technology and stringent incoming wire inspection delivers unmatched consistency, string after string, set after set. Our passion for and commitment to environmentally responsible packaging and raw materials fuels our continued innovation. Every D'Addario string is made in the U.S.A., ensuring the highest quality and performance.



"
869,"Ditto Looped is the only Looped designed specifically for guitarists. It combines all essential Looped functionalities with an intuitive One-Button UI, a true-bypass, analog dry-through design, ultra-small footprint and 24 bit uncompressed high quality audio. With 5 minutes looping time, unlimited overdubs and undo/redo functionality, Ditto Looped is the perfect blend of Quality, creativity and simplicity.

"
870,"Tascam TH02-B closed-back stylish headphone, Black.

"
871,
872,"Peavey 40W GUITAR AMP, Tap Tempo.

"
873,"TASCAM has been revolutionizing Portastudio since they invented them. For decades, TASCAM's Portastudio have remained the ideal scratch pads and easy-to-use home recording devices. Utilized by seminal artists and home for legendary albums throughout the years, TASCAM has stayed true to manufacturing rugged, compact, feature-rich song-writing and demo tools. TASCAM is introducing the DP-008EX 8-channel Pocketstudio with built-in input and master effects. Each channel is conveniently loaded with volume, pan, reverb-send knobs, auto-punch in/out, 2 XLR Mic inputs with +48V phantom power and built-in high-quality stereo condenser mics making the DP-008EX an ideal take-anywhere solid-state recorder.

"
